TMT	BLOCK	PLOT	TREE	SPECIES	ORIG COND	85 DIA	85 COND	90 DIA	90 COND	95 DIA	95 COND	00 DIA	00 COND	09 DIA	09 COND	20 DIA	20 COND	2020 Notes	13 COND	NOTES 2013	NOTES    edited or added 2011 EH										
2	2	A	9	DF	1	28.4	1	28.4	1	31.2	1	32.5	1	32.4	4		4				09- DEAD ON GROUND	OK									
2	2	A	10	DF	1	31.9	3		3		3		3	 	3		3					OK									
2	2	A	11	DF	1	25.3	1			27.8	3		3		3		3	LRR - 2020 6 ft snag			09-DEAD STANDING REPAINTED	00-STILL STANDING OK									
2	2	A	13	DF	1	23.6	4		4		4		4	 	4		4					OK				GARMIN 60C  WAYPOINT 			#50		
2	2	A	14	DF	1	23.5	1	23.5	1	24.3	1		4	 	4		4					00-DEAD BROKEN TOP-OTHER?				ACCURACY + OR - 26FT					
2	2	A	15	DF	1	21.7	4		4		4		4	 	4		4					OK				"N44.53714°, W123.52576°"					
2	2	A	16	DF	1	35.5	1	35.5	1	40.6	1	42.4	1	44.5	2	47.3	2				09- DAMAGED BY FALLEN TREE	00-BLACK SOOTY SUNKEN CANKERS									
2	2	A	17	DF	1	56.8	1	56.8	1	67.5	1	71.9	1	80.3	1	90.5	1					OK									
2	2	A	18	DF	1	34.6	1	34.6	1					 								OK									
2	2	A	19	DF	1	62.1	1	62.1	1	69.5	1	75.9	1	88.4	1	92.5	1					OK									
2	2	A	20	BM						25.1	1	26.7	1	27	1	28	1					OK									
2	2	A	21	BM						21	1	22.4	1	22.2	1	25.4	1				"09- PAINTED # VERTICALLY TOOK DBH RIGHT ABOVE #, COULD EFFECT"	OK									
2	2	A	22	BM						20.5	1		4	 	4		4					00-DEAD OK									
2	2	A	23	BM						22.3	1	26.9	1	28.2	1	27.8	1					OK									
2	2	A	24	BM						24.3	1	29	1	29.9	1	34.6	1					OK									
2	2	A	25	BM						42	1	45	1	 	4		4				09- DOWNED MAPLES WHERE MAPLES ARE FORKED	00-FORKED EST.									
2	2	A	26	BM						60	1	48	1	 								OK									
2	2	B	1	DF		100.2	1	101	1	101.7	1	104.1	1	104.9	1	108.2	1	Tag#4744			09- WOLF TREE	OK									
2	2	B	2	DF		47.3	1	50.1	1	53.6	1	57.9	1	64.8	1	68.7	1					OK									
2	2	B	3	DF		30.2	1							 								OK									
2	2	B	4	DF		24.7	1							 								OK									
2	2	B	5	DF		24.8	1							 								OK									
2	2	B	6	DF		28.7	1	29.5	1	31.2	1	31	1	32.4	2	34.7	2				09- CONNECTED TO #7	OK									
2	2	B	7	DF		38.9	1	41.5	1	45.5	1	49.5	1	54.4	2	59.2	2					OK									
2	2	B	8	DF		16.9	1							 								OK									
2	2	B	9	DF		21.8	1	24	1	26.5	1	28.7	1	33	1	35.2	1					OK									
2	2	B	10	DF		22.1	1	24.1	1	26.8	1	28.7	1	31.7	1	34.6	1					OK									
2	2	B	11	DF		16.1	1							 								OK									
2	2	B	12	DF		24.3	1	26.8	1	29.3	1	30.5	1	34.6	1	35.6	1					OK									
2	2	B	13	DF		17.4	1							 								OK									
2	2	B	14	DF		26.3	1							 								OK			GPS NOTES 2009: 		FOR PLOT 2-2B-ALT				
2	2	B	15	DF		36.8	1	40.1	1	43.8	1	48.5	1	55.2	1	62.7	1					OK			GARMIN 60C  WAYPOINT 			52			
2	2	B	16	DF		30.9	1							 								OK			ACCURACY + OR - 15FT						
2	2	B	17	DF		20.9	1	23	1	22.6	1	26.7	1	29.2	2	31.9	2					OK			"N44.53630°, W123.52744°"						
2	2	B	18	DF		22.3	1							 								OK									
2	2	B	19	DF		30	1							 								OK									
2	2	B	20	DF		18.6	1							 								OK									
2	2	B	21	DF		23.4	1							 								OK									
2	2	B	22	DF		47.3	1	51.6	1	56.2	1	59.4	1	66	1	71.4	1					OK									
2	2	B	23	DF		32.5	1	35.1	1	36.3	1	39.6	1	39.5	2	40.4	2	Tall snag.				OK									
2	2	B	24	DF		19.8	1							 								OK									
2	2	B	25	DF		57.9	1	61.6	1	64.8	1	69.3	1	75.8	1	84	1					OK									
2	2	C	1	DF	1	78.5	1							 								OK									
2	2	C	2	DF	1	64.6	1							 								OK									
2	2	C	3	DF	1	84	1	91.5	1	97.3	1	106.9	1	119.2	1	127.8	4	Tall massive snag. Recently dead 7/23/20.				OK			GPS NOTES 2009: 		PLOT 2-2C				
2	2	C	4	DF	1	53.9	1	58.6	1	65.8	1	71.9	1	82.8	1	92.8	1	Big black scar			09- BIG BLACK SCAR	OK			GARMIN 60C  WAYPOINT 			#53			
2	2	C	5	DF	1	44.6	1	46.9	1	50	2	52.1	2	54.8	2	56.6	3	Blown over leaning against Acer. Confirmed LRR from steal hypha and hand lens 7/23/20 - 2020			"09- LEANING BETWEEN BIGLEAF MAPLE, UPROOTING"	00-SOOTY STUFF PW OK			ACCURACY + OR - 25FT						
2	2	C	6	DF	1	45.2	1	52.7	1	59.5	1	67.8	1	78.4	1	95	1	Tag#4606			"09- BIG SCAR ON UPHILL SIDE THROUGH DBH, PLOT TREE"	00-OLD WOUND OK			"N44.53628°, W123.52625°"						
2	2	D	1	DF	1	35.5	1							 								OK									
2	2	D	2	DF	1	52.7	1	55.3	1	57.5	1	59.1	1	57.1	2			Missing			"09- MADE NEW DBH LINE COULD NOT FIND OLD DBH, WIMPY CROWN"	00-THIN GROWN? OK									
2	2	D	3	DF	1	23.7	1							 								OK									
2	2	D	4	DF	1	51.5	1	53.7	1	54.9	1	56.5	1	 	4		4				"09- Down on ground, presumed, could not find missing"	OK									
2	2	D	5	DF	1	29	1							 								OK									
2	2	D	6	DF	1	36.8	1							 								OK									
2	2	D	7	DF	1	32.2	1							 								OK									
2	2	D	8	DF	1	33.8	1							 								OK									
2	2	D	9	DF	1	41	1							 								OK									
2	2	D	10	DF	3		3		3		3		3		3		3					OK									
2	2	D	11	DF	3		3		3		3		3		3		3					OK									
2	2	D	12	DF	1	54.6	1	56.4	1	59.8	1	62.5	1	63.5	2			Missing			09- SMALL CROWN	OK									
2	2	D	13	DF	1	37	1	39.8	1	44.2	1		3		3		3					00-DOWN PW OK				GPS NOTES 2009: 		PLOT 2-2D			
2	2	D	14	DF	3		3		3		3		3		3		3					OK				GARMIN 60C  WAYPOINT 			#62		
2	2	D	15	DF	3		3		3		3		3		3		3					OK				ACCURACY + OR- 32 FT					
2	2	D	16	DF	3		3		3		3		3		3		3					OK				"N44.53477°, W123.52699°"					
2	2	D	17	DF	1	32.2	1	33.8	1		4		3		3		3					00-PW									
2	2	D	18	DF	1	55.4	1	58.2	1	60.3	1	61.2	1	 	3		3				09- DOWN ON THE GROUND PW CONFIRMED	OK									
2	2	D	19	DF	1	17.5	1							 								OK									
2	2	D	20	DF	1	40.2	1							 								OK									
2	2	D	21	DF	1	31.8	1							 								OK									
2	2	D	22	DF	1	45.5	1	46.4	1	51.5	1	53	1	58.5	1	63	1					OK									
2	2	D	23	DF	1	27.3	1							 								OK									
2	2	D	24	DF	1	38.4	1	40.4	1	42.1	1	43.5	1	 	4						09- ON THE GROUND FOUND AND REPAINTED	OK									
2	2	D	25	DF	1	39.8	1							 								OK									
2	2	E	1	DF	1	30.4	1							 								OK									
2	2	E	2	DF	1	31.9	1							 								OK									
2	2	E	3	DF	1	20.7	1							 								OK									
2	2	E	4	DF	1	16.9	4							 								OK									
2	2	E	5	DF	1	34	1	36.6	1	39.2	1	41.4	1	44.9	1	46.1	1	Wolf tree.				OK									
2	2	E	6	DF	1	16.1	4		4		4		4	 	4		4					OK									
2	2	E	7	DF	1	50.7	1	52.8	1	54	1	57.3	1	62.7	1	69.3	1					OK									
2	2	E	8	DF	1	48.8	1	52	1	55.3	1	58.5	1	62.8	1	68.9	1					OK									
2	2	E	9	DF	1	36.9	1							 								OK				GPS NOTES 2009: 		PLOT 2-2E			
2	2	E	10	DF	1	17.3	4		4		4		4	 	4		4					OK				GARMIN 60C  WAYPOINT 			61		
2	2	E	11	DF	1	21.6	1							 								OK				ACCURACY + OR- 22FT					
2	2	E	12	DF	1	24.2	1							 								OK				"N44.53486°, W123.52763°"					
2	2	E	13	DF	1	57.8	1	61.4	1	65.8	1	70.5	1	80.3	1	90.8	1					OK									
2	2	E	14	DF	1	15.7	4		4		4		4	 	4		4					OK									
2	2	E	15	DF	1	25.9	1							 								OK									
2	2	E	17	DF	1	23.1	1	23.1	4	23.4	1	23.7	1	24	2	24.2	2	Thin crown				00-HAS SCAR-SMALL CROWN OK									
2	2	E	18	DF	1	19.8	1							 								OK									
2	2	E	19	DF	1	29.5	1							 								OK									
2	2	E	20	DF	1	20.7	1							 								OK									
2	2	E	21	DF	1	27.5	1							 								OK									
2	2	E	22	DF	1	27	1							 								OK									
2	2	E	23	DF	1	38.6	1							 								OK									
2	2	E	24	DF	1	35.1	1							 								OK									
2	2	E	25	DF	1	24.2	1							 								OK									
2	2	E	26	DF	1	24.6	1	25.8	1	30.3	1	32.4	1	35.9	1	39.3	1					OK									
2	2	E	27	DF	1									 								OK									
2	3	A	1	DF	1	60.1	1	61.5	1	64.2	1	67.5	1	71	1	76.2	1					OK									
2	3	A	2	DF	3		3		3		3		3	 	3		3				95-no sign of PW	OK									
2	3	A	3	DF	1	60.5	1	63.6	1	65.4	1	66.1	1	70.8	1	74.1	1					OK									
2	3	A	4	DF	1	36.1	1							 								OK									
2	3	A	5	DF	1	49.6	1							 								OK									
2	3	A	6	DF	1	45.9	1							 								OK									
2	3	A	7	DF	1	48	1							 								OK									
2	3	A	8	DF	1	25	4							 								OK			GPS NOTES 2009: 		PLOT 2-3A				
2	3	A	9	DF	3									 								OK			GARMIN 60C  WAYPOINT 			#67			
2	3	A	10	DF	1	70.7	1	73.5	1	77.4	1	80.5	1	85.6	1	94.5	1					OK			ACCURACY + OR - 24FT						
2	3	A	11	DF	1	47.3	1	48.8	1	48.8	1	50.1	1	54.9	1	59.5	1					OK			"N44.53155°, W123.53811"						
2	3	A	12	DF	1	43.5	1							 								OK									
2	3	A	13	DF	1	65	1							 								OK									
2	3	A	14	DF	1	43.1	1	44.9	1	46	1	47.2	1	49.4	2	52.4	2					OK									
2	3	A	15	DF	3		3		3		3		3	 	3		3					OK									
2	3	A	18	HL												23	1	Added to plot													
2	3	A	20	HL												21	1	Added to plot													
2	3	A	21	HL												20.7	1	Added to plot													
2	3	A	22	HL												23	1	Added to plot													
2	3	A	23	HL												18.3	1	Added to plot													
2	3	C	1	DF	1	63.5	1	66.4	1	69.8	1	73.8	1	78.4	1	89	1	Tag# 4642				OK									
2	3	C	2	DF	1	44.6	1							 								OK									
2	3	C	3	DF	1	67.3	1	69.1	1	71.7	1	78.7	1	81.1	1	90	1					OK									
2	3	C	4	DF	1	64.9	1	66.2	1	68.7	4			 								OK									
2	3	C	5	DF	1	32.2	1							 								OK									
2	3	C	6	DF	1	48.4	1							 								OK									
2	3	C	7	DF	1	67.1	1	69.9	1	74.5	1	80.2	1	85.9	1	95	1					OK					GPS NOTES 2009: 		PLOT 2-3C		
2	3	C	8	DF	1	59.7	1	62.4	1	65.5	1	68.9	1	74.6	1	81.8	1					OK					GARMIN 60C  WAYPOINT 			#66	
2	3	C	9	CH	1	37.4	1							 								OK					ACCURACY + OR- 20FT				
2	3	C	10	DF	1	31.7	1	32.8	1	34.2	1	36.9	1	41.5	2	45	2					OK					"N44.53188°, W123.53881°"				
2	3	C	11	DF	3		3		3		3		3	 	3		3					OK									
2	3	C	12	DF	1	26.3	1							 								OK									
2	3	C	13	DF	3		3		3		3		3	 	3		3					OK									
2	3	C	14	DF	3		3		3		3		3	 	3		3					OK									
2	3	C	15	DF	1	69.5	1	72	1	74.9	1	79.2	1	85	1	93.9	1					OK									
2	3	C	17	HL										23.9	1	33.9	1					OK									
2	3	D	1	DF	1	48.8	1	48.8	1	49.5	1	50	1	50.5	2	51.4	2	Tag #4124			09- SMALL CROWN	OK									
2	3	D	2	DF	3		3		3		3		3	 	3		3					OK									
2	3	D	3	DF	1	50.4	1							 								OK									
2	3	D	4	DF	1	57.2	1		1	62.9	1	66.8	1	72.2	1	77.3	1				95-no paint or tag - now painted #4	OK									
2	3	D	5	DF	1	27	1							 								OK									
2	3	D	6	DF	1	35	1	35.5	1	36.4	1	37.2	1	37.9	2	38.5	2					OK									
2	3	D	7	DF	1	31.3	4		4		4		4	 	4		4					OK		GPS NOTES 2009: 		PLOT 2-3D					
2	3	D	8	DF	1	48.9	1	50.4	1	54.7	1	57.1	1	62	1	65.5	1					OK		GARMIN 60C  WAYPOINT 			#68				
2	3	D	9	DF	1	25	1							 								OK		ACCURACY + OR- 20FT							
2	3	D	10	DF	1	81	1							 								OK		"N44.53175°, W123.53728"							
2	3	D	11	DF	1	41	1							 								OK									
2	3	D	12	DF	1	36.2	1							 								OK									
2	3	D	13	DF	1	79.6	1	79.2	1	84	1	88.2	1	93.4	1	100.9	1					OK									
2	3	D	14	DF	3		3		3		3		3	 	3		3					OK									
2	3	D	15	DF	1	57.1	1							 								OK									
2	3	D	16	DF	4	27.4	4		4		4		4	 	4		4					OK									
2	3	D	17	DF	1	68.6	1	72.2	1	76.5	1	82.5	1	89.2	1	97.9	1					OK									
2	3	D	18	DF	3		3		3		3		3	 	3		3					OK									
2	3	D	19	HL												18.9	1	Added to plot													
2	3	E	1	DF	3		3		3					 								OK									
2	3	E	2	DF	1	70	1	71.2	1	74.5	1	78.2	1	 	1						"09 PROBABLY DEAD FOUND RECENTLY DOWN TREE OF CORRECT SIZE, UNABLE TO SEE #"	OK									
2	3	E	3	DF	1	59.5	1							 								OK	NOTES 2009:								
2	3	E	4	DF	1	47.7	1	49	1	51.5	1	54	1	57.8	1	67.3	1				09 TREE IS SOMEWHAT DAMAGED MAY OR MAY NOT BE SIGNIFICANT	OK	"GPS FOR 2-3E N44.53427 °, W123.53642° "								
2	3	E	5	DF	1	63.2	1	65.1	1	67.5	1	69.7	1	74.3	1	87	1					OK	ACCURACY + OR- 26FT								
2	3	E	6	DF	1	70.5	1	72.5	1	77.7	1	81.6	1	 	3		3				"09 PROBABLY DEAD FOUND RECENTLY DOWN TREE OF CORRECT SIZE, UNABLE TO SEE #  PW????"	OK	WAYPOINT 41 GARMIN60C 								
2	3	E	7	DF	1	28.3	1							 								OK									
2	3	E	8	BM	1	34.6	1							 								OK									
2	3	E	9	BM	1	21.5	4		4		4		4	 	4		4					OK									
2	3	E	10	DF	1	33.6	1							 								OK									
2	3	E	11	DF	1	37.7	1							 								OK									
2	3	E	12	DF	2	28.9	4		4		4		4	 	4		4					OK									
2	3	E	13	DF	1	26	1							 								OK									
2	3	E	14	DF	1	29.8	4		4		4		4	 	4		4					OK									
2	3	E	15	DF	1	49.3	1	51.3	1	56.5	1	58.8	1	64.6	1	72.6	1	"Tag 4706, Stem scar"			09- SCAR	OK									
2	3	E	16	DF	1	37	1							 								OK									
2	3	E	17	DF	1	19.3	1							 								OK									
2	3	E	18	DF	1	16.4	4		4		4		4	 	4		4					OK									
2	3	E	19	DF	1	22.1	4							 								OK									
2	3	E	20	DF	3		3		3		3		3		3		3					OK									
2	3	E	21	DF	3		3		3		3		3		3		3					OK									
2	3	F	1	DF	1	52.9	1	57.1	1	61	1	65.8	1	73.5	1	80.7	1	Tag# 4227				OK									
2	3	F	2	DF	1	39.6	1							 								OK									
2	3	F	3	DF	1	44.9	1	48.5	1	51.8	1	50.8	1	56.75	1	57.8	1					OK									
2	3	F	4	DF	1	37.2	1	39.5	1	41.8	1	45	1	51	1	55.9	1					OK									
2	3	F	5	DF	1	35	1							 								OK									
2	3	F	6	DF	1	47	1	49.7	1	53.8	1	59.5	1	65.3	1	75.6	1					OK									
2	3	F	7	DF	1	50.2	1							 								OK									
2	3	F	8	DF	1	25.6	4		4		4		4	 	4		4					OK	NOTES 2009:								
2	3	F	9	DF	1	41	1	43.6	1	47.1	1	51.3	1	56.5	1	65	1					OK	"GPS FOR 2-3F N44.53395 °, W123.53703° "								
2	3	F	10	BM	1	33.1	1	35	1	38.3	1	42.1	1	46.8	1	48.3	1					OK	ACCURACY + OR- 33FT								
2	3	F	11	DF	1	49.6	1	51.2	1	51.2	3		3	 	3		3					OK	WAYPOINT 40 GARMIN60C 								
2	3	F	12	DF	1	30.4	1							 								OK									
2	3	F	13	DF	1	25.1	1							 								OK	DISEASE CENTER THAT PREVIOUSLY BORDEREDSITE HAS NOW CONVERGED WITH THIS SITE								
2	3	F	14	DF	1	51.5	1	53.9	1	57.1	1	60.7	1	65.5	1	74.9	1					OK									
2	3	F	15	DF	1	17.7	4		4		4		4	 	4		4					OK									
2	3	F	16	DF	1	43.2	1	45.4	1	48	1	52.2	1	57	1	59.5	1					OK									
2	3	F	17	RA	1	29.8	4		4		4		4	 	4		4					OK									
2	3	F	18	DF	1	48.1	1		1					 								OK									
2	3	F	19	DF	1	63.4	1	66.4	1	71.2	1	72	1	77.5	1	80.1	4	Tall no crown. Standing dead.				OK									
2	3	F	20	DF	1		3		3		3		3	 	3		3					OK									
2	3	F	21	DF	3		3		3		3		3	 	3		3					OK									
2	3	F	22	DF	3		3		3		3		3	 	3		3					OK									
2	3	F	23	HL												16.7	1														
2	3	F	24	HL												20.5	1														
2	4	A	1	DF	1	19	1					 		 								OK									
2	4	A	2	DF	1	32.3	1	34.8	1	39.1	1	41.8	1	47.8	1	47.9	4	Tall snag. TAG#4905 				OK									
2	4	A	3	DF	1	18.4	1					 		 								OK									
2	4	A	4	DF	1	27.6	1					 		 								OK									
2	4	A	5	DF	1	24.7	1					 		 								OK									
2	4	A	6	DF	1	23.3	1					 		 								OK									
2	4	A	7	DF	1	31.7	1	35.2	1	38.7	1	41.8	1	45.4	1	51.3	2	Leaning				OK									
2	4	A	8	DF	1	17.4	1	17.8	1	17.5	1	18.5	1	19	2	19.6	2	Thin crown.				OK									
2	4	A	9	DF	1		3		3		3	 	3	 	3		3					OK									
2	4	A	10	DF	1	17	1					 		 								OK									
2	4	A	11	DF	1	31	1	33.8	1			 		 	4		4				missing	OK		GPS NOTES 2009: 		PLOT 2-4A					
2	4	A	12	DF	1	19.8	1					 		 								OK		GARMIN 60C  WAYPOINT 			#64				
2	4	A	13	DF	1	18.8	3		3		3	 	3	 	3		3					OK		ACCURACY + OR - 24FT							
2	4	A	14	DF	1	31.1	1	35.3	1	37.6	1	43	1	43.4	4			15 ft snag			09- DEAD STANDING	OK		"N44.53355°, W123.53198°"							
2	4	A	15	DF	1	21.9	1					 		 								OK									
2	4	A	16	DF	1	21	1	21.9	1	23	1	24	1	25.8	4			15 ft snag			09- DEAD STANDING	OK									
2	4	A	17	DF	1	16.8	1					 		 								OK									
2	4	A	18	DF	1	31.4	1			36.1	1	37.9	1	40.4	2		4	Blown over likely from LRR				OK									
2	4	A	19	DF	1	16.6	1					 		 								OK									
2	4	A	20	DF	1	17	1					 		 								OK									
2	4	A	21	DF	1	16.7	1					 		 								OK									
2	4	A	22	DF	1	15.7	1					 		 								OK									
2	4	A	23	DF	1	33.9	1	36.2	1	39	1	41.6	1	44.6	1	47.4	1				09- SOME RED BRANCHES	OK									
2	4	A	24	DF	1	26.7	1					 		 								OK									
2	4	A	25	DF	1	21	1					 		 								OK									
2	4	A	26	DF	1	34	1					 		 								OK									
2	4	A	27	BM	1	44.2	1					 		 								OK									
2	4	A	28	DF	1		3		3		3		3		3		3					OK									
2	4	A	29	DF	1		3		3		3		3		3		3					OK									
2	4	A	30	DF	1	20	1					 		 								OK									
2	4	A	31	BM	1	18.2	1					 		 								OK									
2	4	A	32	DF	1	23.4	1					 		 								OK									
2	4	A	33	DF	1	16.7	1					 		 								OK									
2	4	A	34	DF	1	23.2	1					 		 								OK									
2	4	A	35	DF	1	40	1			47.8	1	52.5	1	57.8	1	60.6	2	Thin crown.				OK									
2	4	A	36	DF	1	26.6	1	28.3	1	31.9	1	35.5	1	42	2	46.7	2	Thin crown.				OK									
2	4	B	1	DF	1	34.1	1							 								OK									
2	4	B	2	DF	1	30.4	1	17.8	1					 								OK									
2	4	B	3	DF	1	26.3	1							 								OK									
2	4	B	4	DF	1	22.7	1							 								OK									
2	4	B	5	DF	1	18.8	1							 								OK									
2	4	B	6	DF	1	15.9	1							 								OK									
2	4	B	7	DF	1	20	1							 								OK									
2	4	B	8	DF	1	27.9	1							 								OK									
2	4	B	9	DF	1	18	1							 								OK									
2	4	B	10	DF	1	24.7	1							 								OK									
2	4	B	11	DF	1	27.5	1	29.3	1	31.7	1	35.1	1	37	1	49.8	1	Site on a slope with lots of understory.				OK									
2	4	B	12	DF	1	22.6	1	23.5	1	23.7	1	25.6	1	29.3	2	33.2	1					OK									
2	4	B	13	DF	1	26.8	1							 								OK		GPS NOTES 2009: 		PLOT 2-4B					
2	4	B	14	DF	1	26.2	1							 								OK		GARMIN 60C  WAYPOINT 			#65				
2	4	B	15	DF	1	32.1	1	34.3	1	38.1	1	44.6	1	48.3	1	54.9	1	Tag#4541			09- PAINTED 16 DBH MEASURED OVER SCAR	OK		ACCURACY + OR- 27FT							
2	4	B	16	DF	1	29.8	1							 								OK		"N44.53436°, W123.53062°"							
2	4	B	17	DF	1	33.1	1							 								OK									
2	4	B	18	DF	1	33.7	1							 			3	LRR found by this stump. Confirmed with hand lens steal hypha.				OK		NOTE: SITE IS DEEP IN BRUSH							
2	4	B	19	DF	1	37.9	1							 								OK									
2	4	B	20	DF	1	37	2							 								OK									
2	4	B	21	DF		28.1	1							 								OK									
2	4	B	22	DF	1	28.9	1							 								OK									
2	4	B	23	DF	1	15.6	4		4					 								OK									
2	4	B	24	DF	1	26.2	1	27.5	1	28.8	1	30	1	34.3	1	37	1					OK									
2	4	B	25	DF	1	42.3	1	47.3	1	49.8	1	55.2	1	60.8	1	68.9	1					OK									
2	4	B	26	DF	1	22.2	1							 								OK									
2	4	B	27	DF	1	17.8	1							 								OK									
2	4	D	1	DF	1	45.3	1	48.4	1	50.3	1	54.9	1	58	1	64.7	1	20- Tag# 4562				OK									
2	4	D	2	DF	1	21.6	1							 								OK									
2	4	D	3	DF	1	26.6	1							 								OK									
2	4	D	4	CH	1	22.8	1							 								OK									
2	4	D	5	DF	1	48.7	1	52.2	1	54.8	1	57.3	1	61.8	1	64.7	1					OK									
2	4	D	6	DF	1		1	23	1	23.1	1		4	 								00-STANDING DEAD OK									
2	4	D	7	DF	1	20.1	1	20.1	2	20.2	1	20.5	1	20	1	20.2	1					OK									
2	4	D	8	DF	1	56.1	1	59.1	1	62.3	1	64.9	1	70.5	1	76.2	1					OK									
2	4	D	9	DF	1	28.4	1							 								OK									
2	4	D	10	DF	1	20.3	1							 								OK									
2	4	D	11	DF	1	47.6	1	50.5	1	54.4	1	57.5	1	63.8	1	73	1					OK									
2	4	D	12	DF	1	42.8	1							 								OK									
2	4	D	13	DF	1	40.1	1	41.5	1	44	1	45.7	1	49	1	51.6	1					OK									
2	4	D	14	DF	1	42.9	1	44.7	1	47.9	1	49.8	1	53.7	1	57.4	1					OK		GPS NOTES 2009: 		PLOT 2-4D					
2	4	D	15	DF	1	27.4	1							 								OK		GARMIN 60C  WAYPOINT 			none				
2	4	D	16	DF	1	17.1	1							 								OK		ACCURACY + OR - not recorded							
2	4	D	17	DF	1	34.6	1	35.7	1	38.2	1	37	1	38.1	1	38.2	1					OK		"N44.53522°, W123.53214°"							
2	4	D	18	DF	1	27.6	1							 								OK									
2	4	D	19	DF	1	40.2	1	42.5	1	44.5	1	46.5	1	49.7	1	52.4	1					OK									
2	4	D	20	DF	1	32	1	33	1	34	1	35	1	36	1	36.5	1					OK									
2	4	D	21	DF	1	40.4	1	42.2	1	44.1	1	46.4	1	49.1	1	51.8	1	20- Double top 1 broken				OK									
2	4	D	22	DF	1	21.1	1							 								OK									
2	4	D	23	DF	1	16.8	3		3		3		3	 	3		3					OK									
2	4	D	24	DF	1	25.1	1							 								OK									
2	4	D	25	DF	1	26.8	1							 								OK									
2	4	D	26	DF	1	49.6	1	53.6	1	57.6	1	61.8	1	69.4	1	76.3	1	09- some fungal growth			09- some fungal growth	OK									
2	4	D	27	DF	1	23.3	1							 								OK									
2	4	D	28	DF	1	17.1	1	17.9	4		4		4	 	4		4					OK									
2	4	D	29	DF	1	53.2	1	57.4	1	61.6	1	66	1	73.6	1	81.4	1					OK									
2	4	D	30	DF	1	22.3	1	22.2	4		4		4	 	4		4	09- broken dead			09- broken dead	OK									
2	4	D	31	DF	1	24.8	1							 								OK									
2	4	D	32	DF	1	17.8	1							 								OK									
2	4	D	33	DF	1	20.7	1							 								OK									
2	4	D	34	DF	1	59.6	1	63.7	1	68.5	1	72.7	1	81.2	1	89.5	1					OK									
2	4	D	35	HL												16.5	1	"New tree, only stem between the 2 remaining trees, plot center unknown but many stems"													
2	4	E	1	DF	1	35.4	1	37.8	1	41.9	1	44.3	1	49	1	50.5		"Tag #4749, Burnt at bottom. Returned to this site on 7/21/20 and spent 20 mins looking for LRR with no luck."				OK									
2	4	E	2	DF	1	19.6	1							 								OK									
2	4	E	3	DF	1	19.1	2							 								OK									
2	4	E	4	DF	1	17	4		4		4		4	 	4		4					OK									
2	4	E	5	DF	1	35.1	1	37.3	1	40	1	41.9	1	44.8	1	44.6	1					OK									
2	4	E	6	DF	1	16.5	1							 								OK									
2	4	E	7	DF	1	26.9	1			27.2	1	28.5	1	29	2	30.8	2					OK									
2	4	E	8	DF	1	24.1	1							 								OK									
2	4	E	9	DF	1	25.4	1	32.7	1	34.6	1	36.5	1	38.5	1	41.3	1					OK									
2	4	E	10	DF	1	18	1							 								OK									
2	4	E	11	DF	1	37.9	1	40.3	1	43.8	1	48.2	1	53.8	1	60.4	1					OK		GPS NOTES 2009: 		PLOT 2-4E					
2	4	E	12	DF	1	18.3	1							 								OK		GARMIN 60C  WAYPOINT 			63				
2	4	E	13	DF	1	26.2	1							 								OK		ACCURACY +OR- 30FT							
2	4	E	14	DF	1	27	1	28.4	1	30.6	1	33.4	1	37	1	41.9	1					OK		"N44.53457°, W123.53125°"							
2	4	E	15	DF	1	26.6	1							 								OK									
2	4	E	16	BM	1	29.3	1							 								OK									
2	4	E	17	DF	1	21.1	1							 								OK									
2	4	E	18	DF	1	23.7	1							 								OK									
2	4	E	19	DF	1	31.5	1							 								OK									
2	4	E	20	DF	1	15.6	1							 								OK									
2	4	E	21	DF	1	38.2	1	40.5	1	44.6	1	46.6	1	50.3	2	56.4	2	Growing slanted				OK									
2	4	E	22	DF	1	16.6	1							 								OK									
2	4	E	23	DF	1	18	1							 								OK									
2	4	E	24	DF	1	23.9	1	25.4	1	29.5	1	30.3	1	33.5	1	31.7	1					OK									
2	4	E	25	DF	1	31.2	1							 								OK									
2	4	E	26	DF	1	46.4	1	49.3	1	54.1	1	57.6	1	63.8	1	68	1					OK									
2	4	E	27	DF	1	18	1							 								OK									
2	4	E	28	DF	1	23.4	1	23.7	1	26.1	1	26.2	1	27.5	2	24.3	2	"09- SCAR, 20- Dead Armillaria"			09- SCAR	00-SCARRED OK									
2	4	E	29	DF	1	28.5	1	30.3	1	33.2	1	34.5	1	36.5	2	39.7	2					OK									
2	4	E	30	DF	1	16.3	1							 								OK									
2	4	E	31	BM	1	16.7	1							 								OK									
2	4	E	32	BM	1	20.2	1							 								OK									
2	4	E	33	BM	1	18.6	1							 								OK									
2	4	E	34	DF	1	44.4	1	48.7	1	54	1	56.9	1	63.3	1	70.7	1					OK									
2	4	E	35	DF	1	17.7	1							 								OK									
2	4	E	36	DF	1	25.7	1							 								OK									
2	4	E	37	DF	1			41.2	1	44.5	1	48.5	1	53	1							OK									
2	4	E	38	DF										 								OK									
2	4	E	39	DF	1			22.3	1	23.6	1	28	1	23.5	2	19.5	2	"09- PROBABLY WRONG DBH,  20- Butt rot"			09- PROBABLY WRONG DBH	OK									
2	4	E	40	DF										 								OK									
2	4	E	41	DF	1									 								OK									
